source,id,residue_count,smiles
chembl_peptide_subset,134270,4,C/C=C/CC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)O)NC(=O)[C@H](Cc1c[nH]c2c1cccc2)N
chembl_peptide_subset,134263,4,CC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1cccc2c1cccc2)[C@H](O)C)COP(=O)(O)O
chembl_peptide_subset,83346,4,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)C)C)COP(=O)(O)O
chembl_peptide_subset,134281,4,CC(C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)NC(=O)[C@H]1N[C@H]1C(=O)NCC(C)C)C
chembl_peptide_subset,113283,4,CC(C[C@@H](C(=O)N1CC[C@H]1C(=O)N1[C@@H]([C@H]1C(=O)OCc1ccccc1)C(=O)OCc1ccccc1)NC(=O)OC(C)(C)C)C
chembl_peptide_subset,134260,4,CC(C[C@@H](C(=O)NCC(=O)N1CC=C[C@H]1C(=O)N)NC(=O)[C@@H]1CCCN1)C
chembl_peptide_subset,134261,4,CC(C[C@@H](C(=O)NCC(=O)N1CCCC[C@H]1C(=O)N)NC(=O)[C@@H]1CCCN1)C
chembl_peptide_subset,35314,4,CC(C[C@@H](C(=O)N[C@H](C(=O)N)CCC(=O)N)NC(=O)[C@@H](N(C(=O)[C@H](C(C)C)NC(=O)C)C)Cc1ccc(cc1)O)C
chembl_peptide_subset,138653,4,CC(C[C@@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(cc1)O)N)C
chembl_peptide_subset,7583,4,CC(C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)Cn1[nH]c(=O)c2c(c1=O)cccc2N(=O)=O)C[C@@H]1CCNC1=O)C)C)NC(=O)C)C
chembl_peptide_subset,71677,4,CC(C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccccc1)CC(=O)N)NC(=O)[C@H]([C@H](O)C)NC(=O)C)C
chembl_peptide_subset,54005,4,CC(C[C@H](C(=O)N1CCC[C@@H]1C(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1CCC(=O)N1C(=O)OCc1ccccc1)C
chembl_peptide_subset,98026,4,CC([C@@H](C(=O)N1CC[C@H]2[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N/C=C\c1ccc(O2)cc1)N1CN([C@H](C1=O)C)C)C
chembl_peptide_subset,97891,4,CC([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)C)NC(=O)[C@H](C(C)C)N)C
chembl_peptide_subset,327,4,CCC(C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)CC(=O)O)CC(=O)N1CCCC1)C)CC
