step,fitness,best
68,0.4449598984917005,0.44510728667179744
69,0.44477705846230187,0.44510728667179744
70,0.4447975147763888,0.44510728667179744
71,0.4444963797926903,0.44510728667179744
72,0.44443081130584083,0.44510728667179744
73,0.44533948848644894,0.44533948848644894
74,0.445680763622125,0.445680763622125
75,0.446397968629996,0.446397968629996
76,0.44586414645115535,0.446397968629996
77,0.4465883545080821,0.4465883545080821
78,0.4459231432278951,0.4465883545080821
79,0.4461993789672852,0.4465883545080821
80,0.44591899613539376,0.4465883545080821
81,0.44634372929732,0.4465883545080821
82,0.4459584951400757,0.4465883545080821
83,0.4459479735294978,0.4465883545080821
84,0.44553071141242984,0.4465883545080821
85,0.44626979251702625,0.4465883545080821
86,0.4453232997655869,0.4465883545080821
87,0.44584850052992503,0.4465883545080821
88,0.4463812189300855,0.4465883545080821
89,0.44637218087911607,0.4465883545080821
90,0.4460230488578478,0.4465883545080821
91,0.44661290834347406,0.44661290834347406
92,0.44650423477093376,0.44661290834347406
93,0.4466575323541959,0.4466575323541959
94,0.445926018456618,0.4466575323541959
95,0.44678428719441093,0.44678428719441093
96,0.4478738420208295,0.4478738420208295
97,0.44789657860994336,0.44789657860994336
98,0.4470841623346011,0.44789657860994336
99,0.44733356247345607,0.44789657860994336
100,0.4467387734850248,0.44789657860994336
101,0.44734078357617063,0.44789657860994336
102,0.4470795133709908,0.44789657860994336
103,0.4473440443476041,0.44789657860994336
104,0.44783696383237837,0.44789657860994336
105,0.4483580842614174,0.4483580842614174
106,0.4486003244916598,0.4486003244916598
107,0.4488081021110217,0.4488081021110217
108,0.44910101880629855,0.44910101880629855
109,0.4485686656832695,0.44910101880629855
110,0.4488014871875445,0.44910101880629855
111,0.4489854402343432,0.44910101880629855
112,0.44934864193201063,0.44934864193201063
113,0.4486621301372846,0.44934864193201063
114,0.44876109967629113,0.44934864193201063
115,0.4495192713538806,0.4495192713538806
116,0.45011445492506025,0.45011445492506025
117,0.4507201984524727,0.4507201984524727
118,0.45093018422524134,0.45093018422524134
119,0.4513579160968463,0.4513579160968463
120,0.45031154811382296,0.4513579160968463
121,0.45142879416545234,0.45142879416545234
122,0.4506067331631978,0.45142879416545234
123,0.45096395989259086,0.45142879416545234
124,0.4508392904202143,0.45142879416545234
125,0.4511365698774656,0.45142879416545234
126,0.4510860827565193,0.45142879416545234
127,0.4512290832400322,0.45142879416545234
128,0.451606199045976,0.451606199045976
129,0.45128568281730014,0.451606199045976
130,0.45236500471830365,0.45236500471830365
131,0.4526912751793861,0.4526912751793861
132,0.4528589515884717,0.4528589515884717
133,0.45278207868337633,0.4528589515884717
134,0.45261472155650456,0.4528589515884717
135,0.4538392765323321,0.4538392765323321
136,0.45368480056524274,0.4538392765323321
137,0.4531956705451012,0.4538392765323321
138,0.4533363915483157,0.4538392765323321
139,0.45356940587361655,0.4538392765323321
140,0.4535586268703143,0.4538392765323321
141,0.4534754169980685,0.4538392765323321
142,0.45337208052476247,0.4538392765323321
143,0.4547577659289042,0.4547577659289042
144,0.4539101512233416,0.4547577659289042
145,0.4536572255690893,0.4547577659289042
146,0.4541123406092326,0.4547577659289042
147,0.4535972023010254,0.4547577659289042
148,0.4542671126127243,0.4547577659289042
149,0.4546946074565252,0.4547577659289042
150,0.4550628799200058,0.4550628799200058
151,0.4557164792219798,0.4557164792219798
152,0.4559724789857864,0.4559724789857864
153,0.4560226194063822,0.4560226194063822
154,0.45592583139737447,0.4560226194063822
155,0.45643122533957164,0.45643122533957164
156,0.45622112760941186,0.45643122533957164
157,0.4561564279596011,0.45643122533957164
158,0.45656917373339334,0.45656917373339334
159,0.4569177879889806,0.4569177879889806
160,0.4561082410812378,0.4569177879889806
161,0.45738317469755807,0.45738317469755807
162,0.4575918048620224,0.4575918048620224
163,0.4569545716047287,0.4575918048620224
164,0.4574821084737778,0.4575918048620224
165,0.4582701834042867,0.4582701834042867
166,0.4577813353141149,0.4582701834042867
167,0.4578610386451085,0.4582701834042867
168,0.45779397189617155,0.4582701834042867
169,0.45744462410608927,0.4582701834042867
170,0.4574971810976664,0.4582701834042867
171,0.457320102651914,0.4582701834042867
172,0.45794767220815025,0.4582701834042867
173,0.45810899515946707,0.4582701834042867
174,0.4582624824841817,0.4582701834042867
175,0.4583884523312251,0.4583884523312251
176,0.4588117738564809,0.4588117738564809
177,0.4586618975798289,0.4588117738564809
178,0.4594699529806773,0.4594699529806773
179,0.45981443186601,0.45981443186601
180,0.45960041960080467,0.45981443186601
181,0.46002411941687266,0.46002411941687266
182,0.4597007711728414,0.46002411941687266
183,0.4600457431872686,0.4600457431872686
184,0.4601038000981013,0.4601038000981013
185,0.460068821310997,0.4601038000981013
186,0.4603262436389923,0.4603262436389923
187,0.46107592443625134,0.46107592443625134
188,0.4610382189353307,0.46107592443625134
189,0.4602601796388626,0.46107592443625134
190,0.4605973881483078,0.46107592443625134
191,0.46013646841049194,0.46107592443625134
192,0.46039782563845316,0.46107592443625134
193,0.46039616227149965,0.46107592443625134
194,0.4603809241453807,0.46107592443625134
195,0.46114060242970784,0.46114060242970784
196,0.46070349713166553,0.46114060242970784
197,0.4612190459171931,0.4612190459171931
198,0.460468257466952,0.4612190459171931
199,0.46167892575263975,0.46167892575263975
200,0.4606567643086116,0.46167892575263975
201,0.4608297469218572,0.46167892575263975
202,0.46065541605154675,0.46167892575263975
203,0.4608567198117574,0.46167892575263975
204,0.460679766535759,0.46167892575263975
205,0.46105653007825215,0.46167892575263975
206,0.46104662676652275,0.46167892575263975
207,0.4616564839084943,0.46167892575263975
208,0.46122089078029,0.46167892575263975
209,0.4620766626795133,0.4620766626795133
210,0.4614787343144417,0.4620766626795133
211,0.46196236143509545,0.4620766626795133
212,0.46180894881486895,0.4620766626795133
213,0.46200951288143793,0.4620766626795133
214,0.4618621864914894,0.4620766626795133
215,0.4627546261747678,0.4627546261747678
216,0.4623727904756864,0.4627546261747678
217,0.4628882585962613,0.4628882585962613
218,0.4630078771710396,0.4630078771710396
219,0.4631219354271889,0.4631219354271889
220,0.4637230230371157,0.4637230230371157
221,0.46322255641222,0.4637230230371157
222,0.46381805489460626,0.46381805489460626
223,0.463142097890377,0.46381805489460626
224,0.46346245795488356,0.46381805489460626
225,0.46297629565000537,0.46381805489460626
226,0.4639002393682798,0.4639002393682798
227,0.46316086302200954,0.4639002393682798
228,0.46312451153993606,0.4639002393682798
229,0.463582317729791,0.4639002393682798
230,0.46398458460966746,0.46398458460966746
231,0.46333414763212205,0.46398458460966746
232,0.4638265826304754,0.46398458460966746
233,0.46364090164502464,0.46398458460966746
234,0.46388377408186593,0.46398458460966746
235,0.46439997394879656,0.46439997394879656
236,0.46410241663455964,0.46439997394879656
237,0.46459590593973793,0.46459590593973793
238,0.4643955039978027,0.46459590593973793
239,0.46424721121788026,0.46459590593973793
240,0.46382198949654896,0.46459590593973793
241,0.4638053834438324,0.46459590593973793
242,0.4645899470647176,0.46459590593973793
243,0.46432611167430876,0.46459590593973793
244,0.46353501876195274,0.46459590593973793
245,0.4641868170102437,0.46459590593973793
246,0.46480911354223886,0.46480911354223886
247,0.46490437249342603,0.46490437249342603
248,0.4642863541841507,0.46490437249342603
249,0.4648877400159836,0.46490437249342603
250,0.464819246729215,0.46490437249342603
251,0.46549675742785135,0.46549675742785135
252,0.4655836892127991,0.4655836892127991
253,0.4656192338466644,0.4656192338466644
254,0.4653788318236669,0.4656192338466644
255,0.46613869587580364,0.46613869587580364
256,0.4658979413906733,0.46613869587580364
257,0.4663222982486089,0.4663222982486089
258,0.46653692066669467,0.46653692066669467
259,0.46607604920864104,0.46653692066669467
260,0.46624025960763293,0.46653692066669467
261,0.4663534120718638,0.46653692066669467
262,0.46643405000368754,0.46653692066669467
263,0.46611047943433126,0.46653692066669467
264,0.46626394351323447,0.46653692066669467
265,0.4658337410291036,0.46653692066669467
266,0.46620419104894,0.46653692066669467
267,0.46620015958944955,0.46653692066669467
268,0.46621639947096505,0.46653692066669467
269,0.46630675812562306,0.46653692066669467
270,0.4674932543436686,0.4674932543436686
271,0.4666326763232549,0.4674932543436686
272,0.4676695817708969,0.4676695817708969
273,0.4671953320503235,0.4676695817708969
274,0.46783946474393207,0.46783946474393207
275,0.46781383236249285,0.46783946474393207
276,0.4673865276575089,0.46783946474393207
277,0.4679185501734416,0.4679185501734416
278,0.46778646647930144,0.4679185501734416
279,0.46775995989640556,0.4679185501734416
280,0.46870951970418295,0.46870951970418295
281,0.46890738189220427,0.46890738189220427
282,0.4689730511109034,0.4689730511109034
283,0.4692142834266027,0.4692142834266027
284,0.46906548778216045,0.4692142834266027
285,0.4694884312152863,0.4694884312152863
286,0.46947539230187735,0.4694884312152863
287,0.4701167376836141,0.4701167376836141
288,0.46997375786304474,0.4701167376836141
289,0.4702414971590042,0.4702414971590042
290,0.4698965589205424,0.4702414971590042
291,0.46989269435405734,0.4702414971590042
292,0.470167679588,0.4702414971590042
293,0.47006203830242155,0.4702414971590042
294,0.46993699034055075,0.4702414971590042
295,0.4696279567480087,0.4702414971590042
296,0.4697826184829076,0.4702414971590042
297,0.46973658343156177,0.4702414971590042
298,0.4704597743352254,0.4704597743352254
299,0.4704212957620621,0.4704597743352254
300,0.47010389824708304,0.4704597743352254
301,0.4702987408638,0.4704597743352254
302,0.4700341222683589,0.4704597743352254
303,0.47044462005297344,0.4704597743352254
304,0.47065688212712603,0.47065688212712603
305,0.471040647427241,0.471040647427241
306,0.4704385944207509,0.471040647427241
307,0.47045704384644826,0.471040647427241
308,0.4706792845328649,0.471040647427241
309,0.4704823728402456,0.471040647427241
310,0.47076786716779073,0.471040647427241
311,0.47114549338817596,0.47114549338817596
312,0.47069694101810455,0.47114549338817596
313,0.4710934676726659,0.47114549338817596
314,0.47095404148101805,0.47114549338817596
315,0.4716375728448232,0.4716375728448232
316,0.4715392114718755,0.4716375728448232
317,0.47154349168141685,0.4716375728448232
318,0.4713296206792196,0.4716375728448232
319,0.47144523382186887,0.4716375728448232
320,0.470721705754598,0.4716375728448232
321,0.47119542380174,0.4716375728448232
322,0.4711285448074341,0.4716375728448232
323,0.4711187728246053,0.4716375728448232
324,0.4710501801967621,0.4716375728448232
325,0.4718923149506251,0.4718923149506251
326,0.4710435199737549,0.4718923149506251
327,0.4716457945108414,0.4718923149506251
328,0.4712946397066116,0.4718923149506251
329,0.47206810375054675,0.47206810375054675
330,0.47140729387601216,0.47206810375054675
331,0.4718180960416794,0.47206810375054675
332,0.4721109374364217,0.4721109374364217
333,0.47190413157145183,0.4721109374364217
334,0.4720372877518336,0.4721109374364217
335,0.47180585185686746,0.4721109374364217
336,0.4725400948524475,0.4725400948524475
337,0.47305966595808663,0.47305966595808663
338,0.47301284968852997,0.47305966595808663
339,0.4722687105337779,0.47305966595808663
340,0.4716850390036901,0.47305966595808663
341,0.47250316818555194,0.47305966595808663
342,0.4726458287239075,0.47305966595808663
343,0.47268779198328653,0.47305966595808663
344,0.47251761277516685,0.47305966595808663
345,0.4722837875286738,0.47305966595808663
346,0.47259931862354276,0.47305966595808663
347,0.4723962253332138,0.47305966595808663
348,0.47218649288018544,0.47305966595808663
349,0.4720731355746587,0.47305966595808663
350,0.4724667026599248,0.47305966595808663
351,0.47226069211959837,0.47305966595808663
352,0.4727351103226344,0.47305966595808663
353,0.47263397137324015,0.47305966595808663
354,0.4729878489176432,0.47305966595808663
355,0.47251123348871865,0.47305966595808663
356,0.4728119210402171,0.47305966595808663
357,0.4727715053160985,0.47305966595808663
358,0.47292431592941286,0.47305966595808663
359,0.47343302130699155,0.47343302130699155
360,0.4734972925980886,0.4734972925980886
361,0.47344150602817536,0.4734972925980886
362,0.4734304968516032,0.4734972925980886
363,0.47344903846581776,0.4734972925980886
364,0.4733432565132777,0.4734972925980886
365,0.47360059996445975,0.47360059996445975
366,0.4737270804246267,0.4737270804246267
367,0.47389250457286836,0.47389250457286836
368,0.4743406337499618,0.4743406337499618
369,0.47399057368437447,0.4743406337499618
370,0.4740679079294205,0.4743406337499618
371,0.47326582809289297,0.4743406337499618
372,0.47350939869880676,0.4743406337499618
373,0.47366115351517996,0.4743406337499618
374,0.4741684607664744,0.4743406337499618
375,0.47377191881338754,0.4743406337499618
376,0.473989187280337,0.4743406337499618
377,0.47430353542168935,0.4743406337499618
378,0.47421797255674997,0.4743406337499618
379,0.47442703624566396,0.47442703624566396
380,0.4746111555894216,0.4746111555894216
381,0.47410425345102947,0.4746111555894216
382,0.4747395368417104,0.4747395368417104
383,0.4745620556672414,0.4747395368417104
384,0.474808903336525,0.474808903336525
385,0.4753640538454056,0.4753640538454056
386,0.47489027241865794,0.4753640538454056
387,0.47553675293922426,0.47553675293922426
388,0.47543469866116844,0.47553675293922426
389,0.47538786272207895,0.47553675293922426
390,0.4758404517173767,0.4758404517173767
391,0.47567239046096804,0.4758404517173767
392,0.4761810423930486,0.4761810423930486
393,0.47614587903022765,0.4761810423930486
394,0.4760689695676168,0.4761810423930486
395,0.47633567611376443,0.47633567611376443
396,0.47575972815354667,0.47633567611376443
397,0.4762753959496816,0.47633567611376443
398,0.4767198872566223,0.4767198872566223
399,0.4764129811525345,0.4767198872566223
400,0.4761988407373428,0.4767198872566223
401,0.4769201991955439,0.4769201991955439
402,0.47679481287797293,0.4769201991955439
403,0.4770289073387782,0.4770289073387782
404,0.4767961625258128,0.4770289073387782
405,0.47653444290161134,0.4770289073387782
406,0.47646561841169993,0.4770289073387782
407,0.4763432884216309,0.4770289073387782
408,0.47643933256467186,0.4770289073387782
409,0.47681838591893516,0.4770289073387782
410,0.47661686440308887,0.4770289073387782
411,0.4767072985569636,0.4770289073387782
412,0.4771581826607386,0.4771581826607386
413,0.47687666475772855,0.4771581826607386
414,0.47703936715920764,0.4771581826607386
415,0.47707709689935046,0.4771581826607386
416,0.4770698283116023,0.4771581826607386
417,0.4773064221938451,0.4773064221938451
418,0.4771114102999369,0.4773064221938451
419,0.47750284214814503,0.47750284214814503
420,0.4774406846364339,0.47750284214814503
421,0.47745059271653495,0.47750284214814503
422,0.4771262401342392,0.47750284214814503
423,0.4772385132312775,0.47750284214814503
424,0.47731735666592917,0.47750284214814503
425,0.4776654303073883,0.4776654303073883
426,0.47766648630301156,0.47766648630301156
427,0.4772350992759069,0.47766648630301156
428,0.4774371572335561,0.47766648630301156
429,0.4777185438076655,0.4777185438076655
430,0.4777823195854823,0.4777823195854823
431,0.4773758377631505,0.4777823195854823
432,0.4780785125494003,0.4780785125494003
433,0.4776331895589829,0.4780785125494003
434,0.4781404529015223,0.4781404529015223
435,0.47844798465569816,0.47844798465569816
436,0.47841971814632417,0.47844798465569816
437,0.47845859626928966,0.47845859626928966
438,0.4784062824646632,0.47845859626928966
439,0.4789183008670807,0.4789183008670807
440,0.4788311435778936,0.4789183008670807
441,0.47890620430310565,0.4789183008670807
442,0.4781116193532944,0.4789183008670807
443,0.4784849750995636,0.4789183008670807
444,0.47863386789957685,0.4789183008670807
445,0.4788116494814555,0.4789183008670807
446,0.4785509477059046,0.4789183008670807
447,0.47886353731155396,0.4789183008670807
448,0.4782974046468735,0.4789183008670807
449,0.4789574231704076,0.4789574231704076
450,0.4789108153184255,0.4789574231704076
451,0.4798372987906138,0.4798372987906138
452,0.4792622089385986,0.4798372987906138
453,0.47984725594520566,0.47984725594520566
454,0.48003398299217226,0.48003398299217226
455,0.4803117549419403,0.4803117549419403
456,0.4804084352652232,0.4804084352652232
457,0.48043545603752136,0.48043545603752136
458,0.48004290759563445,0.48043545603752136
459,0.4803201639652252,0.48043545603752136
460,0.4806163223584493,0.4806163223584493
461,0.47999358038107554,0.4806163223584493
462,0.48041907032330833,0.4806163223584493
463,0.4806952146689097,0.4806952146689097
464,0.4800411053498586,0.4806952146689097
465,0.48043833116690315,0.4806952146689097
466,0.48040656963984174,0.4806952146689097
467,0.4807476454973221,0.4807476454973221
468,0.48092941522598265,0.48092941522598265
469,0.48146157681941987,0.48146157681941987
470,0.48149590253829955,0.48149590253829955
471,0.481589710911115,0.481589710911115
472,0.4818199904759725,0.4818199904759725
473,0.4818368345499039,0.4818368345499039
474,0.4815319033463796,0.4818368345499039
475,0.48165227552254997,0.4818368345499039
476,0.4814202970266342,0.4818368345499039
477,0.48157563626766203,0.4818368345499039
478,0.4817859741051992,0.4818368345499039
479,0.4815140507618586,0.4818368345499039
480,0.48162395775318145,0.4818368345499039
481,0.48197766224543254,0.48197766224543254
482,0.4818485726912816,0.48197766224543254
483,0.48177501956621804,0.48197766224543254
484,0.4825255533059438,0.4825255533059438
485,0.48234444975852964,0.4825255533059438
486,0.4826293083031972,0.4826293083031972
487,0.4825503818194071,0.4826293083031972
488,0.4831503289937973,0.4831503289937973
489,0.48274288336435955,0.4831503289937973
490,0.4823574928442637,0.4831503289937973
491,0.4825495127836863,0.4831503289937973
492,0.4825711464881897,0.4831503289937973
493,0.4832499192158381,0.4832499192158381
494,0.48333429972330727,0.48333429972330727
495,0.4830328478415807,0.48333429972330727
496,0.4827537169059118,0.48333429972330727
497,0.4830541718006134,0.48333429972330727
498,0.48282134989897413,0.48333429972330727
499,0.48291604439417524,0.48333429972330727
